timestamp_us,raw_mag,filtered,ax,ay,az
15017440,0.99,0.023,-0.7,-0.569,0.408
15027436,0.847,0.002,-0.582,-0.507,0.349
15037788,0.846,-0.03,-0.511,-0.597,0.313
15047436,0.861,-0.054,-0.495,-0.63,0.316
15057436,0.842,-0.072,-0.483,-0.614,0.316
15067436,0.817,-0.09,-0.407,-0.636,0.312
15077471,0.836,-0.104,-0.429,-0.636,0.332
15087452,0.836,-0.112,-0.492,-0.604,0.302
15098455,0.795,-0.122,-0.426,-0.634,0.219
15107706,0.791,-0.134,-0.381,-0.666,0.194
15117460,0.8,-0.142,-0.304,-0.723,0.158
15127436,0.834,-0.142,-0.369,-0.732,0.151
15137436,0.837,-0.137,-0.396,-0.726,0.133
15147436,0.9,-0.124,-0.446,-0.777,0.086
15157768,0.913,-0.104,-0.441,-0.791,0.117
15167460,0.906,-0.088,-0.422,-0.797,0.088
15177436,0.912,-0.075,-0.388,-0.818,0.113
15187437,0.96,-0.058,-0.49,-0.812,0.15
15197436,0.969,-0.038,-0.519,-0.798,0.183
15207703,0.988,-0.019,-0.596,-0.768,0.175
15217460,1.0,-0.0,-0.597,-0.781,0.185
15227440,0.993,0.014,-0.575,-0.795,0.154
15237436,0.967,0.022,-0.492,-0.816,0.163
15248359,0.944,0.022,-0.432,-0.818,0.188
15257480,0.963,0.022,-0.434,-0.833,0.209
15267436,0.929,0.02,-0.417,-0.8,0.221
15277436,0.932,0.014,-0.392,-0.813,0.23
15287436,0.957,0.013,-0.417,-0.832,0.227
15297436,0.972,0.017,-0.415,-0.855,0.201
15307690,0.978,0.022,-0.416,-0.862,0.202
15317440,0.952,0.023,-0.408,-0.841,0.181
15327436,0.922,0.018,-0.337,-0.839,0.179
15337436,0.953,0.014,-0.367,-0.864,0.16
15347436,0.945,0.013,-0.39,-0.848,0.152
15357436,0.956,0.013,-0.412,-0.849,0.155
15367436,0.935,0.011,-0.39,-0.836,0.149
15377436,0.942,0.008,-0.352,-0.863,0.14
