timestamp_us,raw_mag,filtered,ax,ay,az
11877433,2.607,0.615,-2.092,0.032,-1.556
11887433,2.946,0.506,-2.496,0.17,-1.557
11897556,3.008,0.462,-2.637,0.391,-1.394
11907468,3.139,0.446,-2.516,1.233,-1.416
11917433,2.973,0.426,-1.677,1.993,-1.434
11928849,2.861,0.377,-1.264,2.218,-1.292
11937870,2.544,0.287,-0.821,2.096,-1.187
11947477,2.256,0.147,-1.024,1.615,-1.197
11957433,2.247,0.004,-1.134,1.411,-1.332
11967433,2.102,-0.124,-1.158,1.25,-1.232
11977433,2.261,-0.221,-1.149,1.596,-1.115
11987433,2.377,-0.264,-1.048,1.829,-1.1
11997556,2.48,-0.27,-0.654,2.185,-0.973
12007472,2.467,-0.263,-0.064,2.29,-0.917
12017433,2.448,-0.259,0.173,2.179,-1.103
12027433,2.238,-0.279,0.536,1.505,-1.567
12039533,1.78,-0.368,0.747,0.389,-1.568
12047477,1.794,-0.483,1.036,-0.136,-1.459
12057433,2.505,-0.488,2.148,-0.848,-0.969
12067433,2.914,-0.362,2.881,0.256,-0.354
12077433,3.311,-0.171,3.177,0.931,0.013
12087433,2.944,-0.018,2.388,1.621,0.58
12097556,2.721,0.035,1.72,2.107,-0.058
12107468,2.619,0.039,1.541,2.028,-0.612
12117433,3.053,0.079,1.831,2.314,-0.782
12127433,3.852,0.248,2.255,3.101,-0.376
12140195,4.121,0.496,1.48,3.84,-0.203
12147557,3.939,0.695,0.705,3.872,-0.182
12157433,3.736,0.8,-0.682,3.671,0.12
12167433,3.655,0.844,-1.182,3.448,0.267
12177433,3.739,0.871,-2.031,3.115,0.385
12187668,4.442,0.974,-3.11,2.853,-1.385
12197532,5.016,1.189,-3.463,3.18,-1.749
12207485,7.157,1.651,-3.473,5.452,-3.071
12217433,5.773,2.081,-3.487,3.919,-2.41
12227433,5.12,2.17,-4.548,1.795,-1.517
12237472,4.341,2.061,-4.296,-0.502,-0.362
12247659,3.11,1.735,-2.999,-0.173,-0.804
12257476,2.499,1.261,-2.328,0.637,-0.648
12267433,2.244,0.787,-1.871,0.693,-1.026
12277433,2.552,0.419,-2.365,0.266,-0.92
12287433,2.8,0.192,-2.628,0.177,-0.949
12297433,2.847,0.048,-2.64,-0.183,-1.051
12307433,2.377,-0.112,-2.229,-0.103,-0.817
12317433,2.257,-0.301,-2.079,0.198,-0.856
12327433,2.179,-0.467,-1.997,0.507,-0.708
12338888,2.71,-0.542,-2.564,0.454,-0.749
12347696,2.874,-0.518,-2.692,0.427,-0.911
12357473,3.387,-0.419,-2.994,0.9,-1.303
12367433,4.253,-0.184,-3.169,1.947,-2.062
12377469,4.436,0.117,-2.932,2.682,-1.972
12387433,4.662,0.396,-2.438,3.688,-1.48
12397717,3.416,0.494,-0.678,3.25,-0.808
12407472,2.973,0.377,-0.603,2.876,-0.451
12417437,2.338,0.163,-0.778,2.184,-0.308
12427433,1.932,-0.122,-0.883,1.68,-0.362
12437575,1.942,-0.386,-0.967,1.627,-0.435
12448115,1.962,-0.584,-0.92,1.535,-0.803
12457612,2.561,-0.664,-0.939,2.037,-1.236
12467457,2.774,-0.63,-0.785,2.197,-1.501
12477433,2.573,-0.597,-0.468,1.955,-1.606
12487433,1.149,-0.749,0.65,0.671,-0.668
12497433,2.4,-0.88,2.326,-0.311,-0.503
12508547,3.897,-0.667,3.463,-1.658,0.669
12517473,2.313,-0.506,2.062,-0.979,0.374
12527437,1.429,-0.654,1.339,-0.438,0.238
12537433,0.566,-0.959,0.475,-0.023,0.308
12548383,0.468,-1.296,0.391,0.254,-0.036
12557696,0.786,-1.523,0.601,0.425,-0.277
12567453,1.619,-1.558,1.266,0.882,-0.491
12577433,2.519,-1.378,1.691,1.841,0.308
12587433,3.259,-1.043,1.876,2.611,0.53
12597433,4.095,-0.599,1.906,3.618,0.227
12607664,4.153,-0.149,1.617,3.798,0.458
12617485,3.57,0.142,1.205,3.316,0.544
12627433,2.835,0.219,0.015,2.758,0.653
12637433,3.038,0.217,-1.075,2.8,0.479
12647485,2.987,0.231,-1.347,2.663,-0.117
12657636,3.472,0.289,-2.081,2.47,-1.275
12667583,4.511,0.502,-2.715,3.345,-1.338
12677437,5.843,0.93,-3.318,4.784,-0.494
12687699,6.485,1.475,-1.44,6.192,-1.277
12697433,3.275,1.599,-0.804,2.758,-1.573
12707433,3.707,1.37,-2.574,1.646,-2.1
12717433,4.817,1.355,-4.475,0.115,-1.78
12727433,4.527,1.425,-4.192,-0.608,-1.597
12737433,3.707,1.343,-3.269,-0.54,-1.662
12748844,3.532,1.157,-2.903,-0.558,-1.933
12757712,1.861,0.797,-1.582,-0.081,-0.978
12767461,1.503,0.283,-1.195,0.344,-0.845
12777433,1.441,-0.164,-1.172,0.305,-0.78
12787433,1.633,-0.495,-1.426,0.08,-0.791
12797433,2.309,-0.651,-2.096,-0.133,-0.959
12807552,2.939,-0.62,-2.727,-0.028,-1.096
12817457,3.117,-0.501,-2.85,0.101,-1.258
12827433,2.963,-0.401,-2.662,0.371,-1.248
12837433,2.664,-0.372,-2.091,0.92,-1.371
