-0.021,-0.005,1.068,-42.114,-25.574,-7.263
-0.023,-0.0,1.065,-48.523,-34.546,-1.038
-0.012,-0.011,1.067,-37.537,-27.161,-1.099
-0.013,-0.01,1.073,-39.612,-26.978,-0.854
-0.026,-0.009,1.072,-41.016,-32.898,-0.854
-0.016,0.003,1.069,-41.443,-25.269,-0.549
-0.021,-0.009,1.073,-46.082,-26.184,-8.179
-0.007,0.0,1.068,-48.828,-24.902,-1.892
-0.014,-0.002,1.068,-47.485,-26.672,-1.221
-0.023,-0.007,1.068,-44.556,-29.785,-8.362
-0.019,-0.001,1.068,-41.077,-25.391,-7.019
-0.019,-0.009,1.062,-51.27,-24.536,-2.502
-0.017,-0.01,1.069,-44.373,-27.832,-0.244
-0.016,-0.0,1.067,-46.631,-27.039,-4.028
-0.02,-0.009,1.072,-44.128,-27.344,0.549
-0.015,-0.013,1.072,-46.753,-25.879,-3.967
-0.021,0.0,1.067,-44.312,-29.175,-1.587
-0.012,0.0,1.062,-43.091,-22.522,-2.258
-0.014,-0.004,1.081,-46.082,-28.137,-0.671
-0.01,-0.008,1.066,-51.27,-22.766,2.808
-0.017,-0.025,1.071,-44.861,-27.1,0.549
-0.012,-0.001,1.065,-51.636,-30.518,-7.08
-0.014,-0.007,1.067,-51.025,-24.292,1.526
-0.02,-0.009,1.071,-40.771,-23.438,-6.104
-0.017,-0.011,1.068,-50.293,-21.912,-7.08
-0.018,-0.002,1.069,-41.077,-24.658,-1.404
-0.009,-0.002,1.061,-45.227,-29.724,1.282
-0.013,0.002,1.065,-50.72,-19.958,-1.587
-0.024,-0.003,1.071,-47.241,-24.841,6.348
-0.02,-0.001,1.069,-40.955,-22.461,-1.16
-0.002,-0.008,1.067,-41.809,-22.278,0.977
-0.016,0.001,1.072,-46.387,-22.461,-2.38
-0.018,-0.014,1.054,-40.161,-23.193,1.038
-0.025,-0.006,1.068,-46.082,-22.583,0.061
-0.019,-0.009,1.069,-48.34,-29.297,-2.197
-0.016,-0.015,1.063,-43.213,-22.217,0.793
-0.006,-0.01,1.069,-47.058,-24.353,1.953
-0.009,-0.005,1.07,-40.466,-22.461,-6.714
-0.016,-0.017,1.073,-46.875,-29.419,-7.751
-0.025,-0.009,1.07,-50.598,-24.597,-7.629
-0.011,-0.004,1.063,-41.87,-24.414,-1.343
-0.014,-0.004,1.064,-38.818,-18.677,1.038
-0.012,0.001,1.068,-40.161,-21.301,-0.427
-0.017,-0.002,1.068,-35.767,-22.583,-9.46
-0.015,-0.01,1.054,-47.424,-25.085,3.784
-0.017,-0.009,1.068,-39.978,-27.71,1.404
-0.017,-0.005,1.071,-45.105,-23.132,-1.709
-0.017,-0.003,1.068,-40.222,-20.569,-4.822
-0.014,-0.006,1.07,-43.579,-23.804,0.732
-0.013,-0.001,1.066,-48.035,-28.503,0.61
-0.019,-0.018,1.054,-41.687,-20.569,0.122
-0.007,-0.009,1.06,-41.565,-26.184,0.61
-0.014,-0.009,1.069,-47.607,-18.433,2.93
-0.02,-0.006,1.066,-46.387,-26.917,-1.892
-0.02,-0.014,1.063,-47.058,-25.696,-0.793
-0.009,-0.001,1.068,-48.889,-24.536,-1.282
-0.019,-0.012,1.061,-44.006,-24.963,-2.747
-0.02,-0.013,1.073,-39.917,-19.714,-3.113
-0.021,0.004,1.067,-44.983,-22.461,-3.845
-0.017,-0.008,1.061,-43.518,-25.696,2.441
-0.017,-0.005,1.062,-37.292,-26.917,-5.371
-0.019,-0.001,1.059,-39.856,-29.724,-5.493
-0.018,-0.009,1.062,-41.138,-23.987,1.709
-0.021,-0.006,1.068,-35.034,-23.193,1.831
-0.013,-0.007,1.068,-44.312,-17.7,-6.592
-0.012,0.003,1.069,-38.635,-26.428,0.61
-0.018,-0.007,1.067,-39.429,-20.935,-7.08
-0.016,-0.003,1.067,-40.649,-15.198,1.404
-0.015,-0.013,1.067,-46.631,-26.489,-2.991
-0.021,-0.009,1.071,-45.593,-21.606,-4.15
-0.015,-0.001,1.059,-44.495,-29.968,-6.531
-0.019,0.001,1.059,-47.18,-20.325,-4.272
-0.013,-0.002,1.063,-39.429,-21.057,-8.484
-0.016,-0.0,1.054,-41.016,-22.4,-7.935
-0.026,-0.01,1.071,-44.983,-21.606,0.122
-0.024,-0.006,1.074,-44.678,-27.222,-4.822
-0.024,-0.005,1.061,-45.044,-20.203,-1.465
-0.018,-0.011,1.066,-52.002,-25.635,-3.357
-0.025,-0.004,1.058,-42.236,-27.283,1.282
-0.017,-0.006,1.057,-46.936,-24.475,-8.789
-0.014,-0.008,1.07,-44.189,-28.32,-7.507
-0.024,-0.012,1.061,-47.668,-19.348,-2.502
-0.016,-0.001,1.062,-45.166,-23.071,-2.747
-0.014,-0.007,1.057,-45.776,-23.438,-3.418
-0.021,0.007,1.063,-39.246,-23.987,1.343
-0.022,-0.008,1.064,-47.546,-21.179,-4.272
-0.019,-0.012,1.061,-37.354,-24.17,1.77
-0.011,-0.011,1.07,-41.748,-23.865,-1.892
-0.02,0.0,1.057,-47.18,-22.034,-0.061
-0.007,-0.012,1.063,-32.349,-22.644,-0.244
-0.019,-0.004,1.066,-47.363,-23.682,0.427
-0.02,-0.008,1.063,-42.48,-24.048,-3.906
-0.019,-0.008,1.067,-45.227,-22.4,0.0
-0.019,-0.007,1.055,-51.636,-21.606,1.343
-0.019,-0.014,1.059,-41.565,-25.513,1.892
-0.019,-0.008,1.055,-49.744,-23.865,-4.211
-0.018,-0.012,1.06,-44.617,-18.494,-7.446
-0.018,0.003,1.066,-49.622,-26.672,-1.038
-0.019,-0.005,1.062,-45.288,-18.677,1.16
-0.013,-0.003,1.064,-39.49,-24.841,-4.333
-0.007,-0.01,1.059,-42.603,-24.414,-7.263
-0.016,-0.006,1.057,-46.631,-15.442,-8.057
-0.021,-0.001,1.071,-42.419,-22.095,-1.343
-0.024,-0.004,1.06,-47.607,-23.987,-0.793
-0.018,-0.014,1.068,-45.959,-26.672,-3.113
-0.015,-0.008,1.067,-47.974,-27.344,-6.226
-0.018,-0.012,1.063,-41.809,-19.47,6.287
-0.02,-0.008,1.065,-45.41,-25.33,-1.221
-0.024,-0.013,1.06,-42.847,-20.081,-5.005
-0.017,-0.005,1.071,-42.664,-21.851,2.258
-0.016,-0.005,1.067,-43.518,-23.438,-2.502
-0.015,-0.004,1.064,-44.006,-21.606,-5.493
-0.014,0.005,1.066,-37.659,-20.813,0.427
-0.021,-0.006,1.062,-38.94,-23.621,-1.892
-0.018,-0.005,1.064,-42.542,-22.217,-0.977
-0.023,-0.004,1.064,-43.152,-21.179,-6.287
-0.015,-0.015,1.059,-42.664,-16.235,5.798
-0.025,-0.007,1.057,-46.57,-21.484,-2.014
-0.009,-0.004,1.058,-45.471,-22.766,-5.92
-0.023,-0.008,1.065,-44.189,-20.203,0.061
-0.015,-0.007,1.066,-40.833,-18.433,-1.648
-0.019,-0.006,1.068,-42.114,-17.883,0.244
-0.014,0.0,1.071,-33.752,-24.292,-10.986
-0.02,-0.011,1.056,-38.147,-22.095,-1.038
-0.026,0.003,1.076,-42.48,-22.522,-8.362
-0.018,-0.008,1.067,-47.119,-17.334,2.625
-0.019,-0.012,1.067,-47.546,-23.376,-4.761
-0.025,-0.007,1.067,-38.574,-25.757,-7.812
-0.017,-0.0,1.055,-40.894,-21.973,-2.197
-0.011,-0.001,1.061,-45.471,-28.442,-6.042
-0.018,-0.004,1.062,-41.504,-18.005,0.549
-0.021,-0.005,1.069,-43.457,-23.01,-3.418
-0.013,-0.005,1.069,-41.687,-24.109,-7.324
-0.017,-0.009,1.077,-45.105,-18.555,5.066
-0.012,-0.013,1.07,-46.509,-17.334,-5.31
-0.02,-0.004,1.053,-42.297,-22.949,-7.08
-0.014,-0.011,1.066,-40.039,-19.836,-4.395
-0.009,0.003,1.066,-50.964,-22.095,-1.953
-0.018,-0.004,1.062,-41.992,-22.522,-8.545
-0.021,-0.011,1.066,-38.879,-24.719,-4.822
-0.008,-0.004,1.054,-45.654,-18.372,-2.869
-0.01,-0.004,1.063,-45.166,-28.32,-1.587
-0.023,-0.009,1.053,-39.612,-21.545,-7.446
-0.016,-0.004,1.06,-45.654,-22.217,-8.423
-0.003,-0.002,1.058,-42.908,-25.269,-2.686
-0.013,-0.005,1.076,-47.302,-23.376,-1.526
-0.016,0.002,1.057,-41.992,-25.513,-3.967
-0.014,-0.008,1.066,-50.293,-26.123,-0.061
-0.019,-0.011,1.064,-44.006,-29.114,-2.991
-0.021,-0.016,1.071,-46.814,-26.917,-7.996
-0.014,0.001,1.047,-38.757,-29.236,-5.249
-0.025,-0.009,1.064,-51.758,-23.56,-2.686
-0.016,-0.011,1.056,-40.344,-28.259,-0.061
-0.009,0.0,1.067,-43.213,-19.958,3.113
-0.016,-0.008,1.065,-40.771,-21.24,-6.042
-0.016,0.002,1.064,-44.861,-24.17,0.244
-0.023,-0.006,1.059,-46.936,-23.071,-6.653
-0.024,-0.001,1.058,-46.936,-24.78,-10.498
-0.022,-0.004,1.049,-44.739,-19.104,-0.061
-0.016,-0.002,1.075,-42.297,-22.827,-0.854
-0.018,-0.007,1.063,-46.631,-24.536,-1.648
-0.023,-0.004,1.058,-44.983,-26.062,-0.427
-0.025,-0.013,1.065,-49.805,-22.827,-4.333
-0.016,-0.006,1.064,-38.33,-21.057,-6.409
-0.023,-0.011,1.068,-41.809,-26.672,-1.648
-0.023,0.003,1.065,-43.884,-22.278,-3.174
-0.017,-0.013,1.066,-46.326,-21.362,-7.812
-0.013,0.0,1.062,-44.861,-21.118,-3.479
-0.01,-0.003,1.062,-47.974,-22.461,-3.052
-0.008,-0.001,1.068,-38.33,-23.926,-7.751
-0.019,-0.012,1.053,-46.753,-15.381,-0.244
-0.008,-0.005,1.062,-44.983,-21.912,-1.709
-0.008,-0.006,1.069,-45.044,-20.752,-5.127
-0.013,-0.012,1.067,-45.959,-16.418,-5.005
-0.019,0.001,1.065,-39.49,-20.264,-6.165
-0.021,-0.014,1.062,-49.988,-23.193,1.953
-0.018,-0.005,1.065,-43.518,-20.996,-4.395
-0.013,0.003,1.062,-40.894,-17.639,-0.427
-0.019,-0.004,1.068,-48.95,-18.921,-1.038
-0.022,-0.008,1.054,-41.199,-26.367,-4.761
-0.022,-0.006,1.062,-54.626,-25.269,-7.629
-0.021,-0.01,1.058,-44.678,-18.066,-2.197
-0.015,0.001,1.062,-44.983,-25.574,-3.723
-0.018,-0.005,1.076,-47.302,-29.602,-3.357
-0.021,-0.009,1.065,-46.448,-28.137,-4.639
-0.016,-0.008,1.063,-51.88,-22.827,-5.127
-0.019,-0.011,1.075,-44.617,-28.198,-3.357
-0.021,-0.0,1.065,-48.34,-28.381,-2.319
-0.017,0.005,1.06,-47.241,-25.024,-8.423
-0.016,-0.006,1.062,-46.875,-33.569,-6.531
-0.018,-0.014,1.069,-50.415,-34.546,-7.568
-0.027,-0.007,1.066,-49.805,-26.489,-0.793
-0.023,-0.011,1.064,-45.288,-26.917,-9.705
-0.021,-0.005,1.056,-46.692,-28.564,-4.944
-0.011,-0.008,1.063,-50.781,-34.851,-0.916
-0.014,-0.008,1.064,-50.964,-37.659,-5.92
-0.013,-0.008,1.073,-52.551,-29.48,-5.432
-0.013,0.003,1.065,-47.729,-25.085,-4.089
-0.018,-0.004,1.06,-45.593,-31.921,-5.432
-0.007,-0.011,1.066,-46.326,-32.532,-4.822
-0.015,-0.009,1.059,-48.096,-32.166,-6.531
-0.016,-0.004,1.072,-53.711,-33.325,-5.188
-0.017,-0.002,1.061,-54.626,-25.391,-0.305
-0.017,-0.004,1.058,-48.828,-35.583,-7.629
-0.022,-0.003,1.062,-43.823,-30.396,0.488
-0.021,-0.007,1.063,-51.331,-26.55,-9.277
-0.015,-0.007,1.065,-51.392,-28.687,-9.155
-0.015,-0.004,1.074,-48.95,-33.203,-1.77
-0.009,-0.016,1.062,-48.706,-32.837,-5.127
-0.026,-0.007,1.061,-45.837,-39.307,-4.883
-0.018,-0.009,1.065,-48.035,-23.193,-5.493
-0.027,-0.01,1.057,-50.171,-31.25,0.366
-0.016,-0.002,1.056,-47.607,-34.058,-5.92
-0.014,-0.001,1.062,-41.748,-27.466,0.183
-0.022,0.0,1.062,-41.87,-26.55,-2.441
-0.012,-0.011,1.064,-46.082,-27.283,-4.333
-0.009,-0.002,1.062,-48.035,-32.288,-6.165
-0.021,-0.007,1.066,-42.664,-24.719,0.122
-0.023,-0.006,1.062,-49.561,-30.09,-2.441
-0.02,-0.008,1.062,-47.485,-26.428,0.671
-0.021,-0.011,1.068,-49.072,-32.715,1.526
-0.026,-0.006,1.056,-50.964,-29.541,-2.197
-0.024,-0.002,1.077,-50.354,-31.921,-0.305
-0.013,-0.006,1.065,-44.739,-33.63,-0.671
-0.008,-0.016,1.067,-52.368,-23.865,-5.798
-0.02,-0.005,1.071,-52.124,-25.513,-0.854
-0.009,-0.003,1.074,-48.828,-29.724,0.244
-0.024,-0.004,1.066,-46.021,-28.137,-4.639
-0.019,-0.01,1.071,-44.617,-27.405,-1.709
-0.017,0.007,1.067,-46.875,-29.541,-8.179
-0.015,0.002,1.059,-44.678,-30.823,-2.197
-0.017,-0.005,1.069,-41.443,-26.978,-3.662
-0.015,-0.005,1.063,-46.692,-23.56,-3.845
-0.018,-0.0,1.052,-51.27,-25.452,-1.038
-0.02,-0.012,1.063,-49.561,-29.297,-8.118
-0.021,-0.007,1.067,-41.199,-24.109,-4.333
-0.019,-0.001,1.061,-50.903,-26.855,-0.793
-0.018,-0.01,1.059,-46.57,-26.917,-3.967
-0.02,-0.002,1.055,-49.255,-28.625,-3.479
-0.025,-0.004,1.057,-46.997,-25.757,-2.808
-0.018,-0.006,1.056,-48.157,-28.442,-7.812
-0.02,-0.006,1.06,-49.133,-24.414,-0.854
-0.007,-0.002,1.064,-49.988,-21.973,-3.052
-0.014,-0.003,1.068,-52.185,-27.954,-5.798
-0.016,-0.002,1.064,-48.523,-24.231,-0.732
-0.024,-0.003,1.07,-45.593,-27.161,-0.305
-0.015,-0.013,1.067,-54.138,-23.132,-2.014
-0.015,-0.003,1.061,-49.133,-27.71,-5.066
-0.01,0.001,1.065,-49.927,-27.893,-2.869
-0.016,-0.01,1.071,-49.5,-29.175,-5.493
-0.029,-0.021,1.062,-46.631,-24.841,1.038
-0.02,-0.005,1.064,-42.603,-24.902,2.014
-0.014,-0.008,1.065,-51.636,-24.17,-3.235
-0.019,-0.011,1.054,-48.401,-27.649,-0.854
-0.016,0.008,1.056,-47.852,-25.757,-2.38
-0.015,-0.01,1.064,-49.744,-32.41,-1.831
-0.011,-0.01,1.063,-48.462,-22.827,-6.348
-0.023,-0.006,1.07,-50.415,-25.513,-3.54
-0.015,-0.009,1.055,-48.035,-24.17,-2.38
-0.013,-0.008,1.059,-45.837,-23.438,-4.089
-0.025,-0.002,1.07,-47.791,-23.132,-4.211
-0.015,-0.001,1.066,-50.11,-24.536,-5.859
-0.015,-0.011,1.061,-46.265,-26.672,-3.479
-0.028,-0.011,1.065,-44.495,-27.405,-4.15
-0.011,-0.014,1.059,-43.884,-25.208,-2.991
-0.016,-0.001,1.069,-46.143,-23.56,-2.075
-0.017,0.009,1.056,-48.889,-24.841,-4.15
-0.014,-0.007,1.06,-43.03,-27.893,-9.521
-0.023,-0.001,1.058,-49.194,-24.841,-0.977
-0.007,-0.003,1.052,-45.959,-23.376,-3.845
-0.025,-0.011,1.065,-46.143,-27.771,-2.014
-0.017,-0.009,1.072,-47.119,-28.015,-3.967
-0.024,0.001,1.076,-47.058,-28.503,-2.808
-0.027,-0.007,1.067,-44.678,-22.461,-1.831
-0.015,-0.003,1.059,-48.218,-23.804,-5.432
-0.015,-0.011,1.069,-53.162,-28.564,-0.793
-0.024,-0.006,1.058,-39.734,-25.94,-4.211
-0.03,0.002,1.063,-45.288,-25.94,-7.141
-0.011,-0.004,1.069,-50.11,-32.043,-5.249
-0.013,0.004,1.058,-49.377,-24.597,-2.075
-0.008,-0.01,1.06,-46.997,-27.893,-1.709
-0.02,-0.011,1.064,-46.326,-25.024,0.671
-0.016,-0.006,1.06,-48.523,-26.855,-1.221
-0.019,-0.01,1.057,-46.753,-25.635,-0.488
-0.014,0.002,1.065,-43.274,-34.18,-3.479
-0.025,-0.007,1.066,-39.917,-28.625,-0.305
-0.022,-0.016,1.064,-51.819,-27.832,-2.502
-0.023,-0.006,1.067,-49.438,-27.527,-4.7
-0.013,-0.01,1.061,-47.852,-24.536,-3.967
-0.021,-0.007,1.066,-43.03,-27.588,-5.92
-0.011,-0.007,1.053,-49.927,-25.818,-2.38
-0.03,-0.008,1.062,-49.438,-25.024,-3.601
-0.025,-0.015,1.067,-48.34,-25.146,-4.15
-0.02,-0.017,1.066,-45.105,-27.466,-6.47
-0.021,-0.006,1.059,-48.157,-23.621,-6.042
-0.013,-0.009,1.059,-47.424,-19.47,-6.226
-0.015,-0.015,1.061,-53.406,-25.94,-1.282
-0.023,-0.01,1.063,-50.72,-30.64,1.16
-0.021,-0.002,1.065,-48.889,-24.475,-7.019
-0.016,-0.0,1.069,-46.936,-23.987,-5.31
-0.019,-0.005,1.069,-45.776,-23.438,-1.282
-0.014,-0.005,1.062,-45.227,-24.292,-9.155
-0.02,0.0,1.054,-52.917,-23.315,-3.113
-0.021,-0.004,1.057,-44.067,-23.193,0.732
-0.018,-0.01,1.082,-42.175,-26.978,0.305
-0.017,0.0,1.078,-42.847,-23.56,-3.296
-0.015,-0.005,1.062,-47.18,-23.01,-4.578
-0.019,-0.001,1.065,-48.279,-27.283,-0.916
-0.017,-0.009,1.062,-52.307,-29.602,-9.033
-0.014,-0.007,1.063,-48.462,-23.926,-2.625
-0.015,-0.008,1.068,-42.786,-23.438,-2.869
-0.024,-0.01,1.07,-44.128,-21.057,-2.747
-0.019,0.005,1.064,-44.006,-21.973,-1.465
-0.012,-0.008,1.059,-49.5,-23.315,-3.723
-0.012,-0.008,1.07,-44.25,-23.193,-3.784
-0.027,-0.003,1.065,-47.241,-25.391,-4.883
-0.023,-0.001,1.063,-46.143,-27.466,-1.221
-0.02,-0.007,1.079,-41.138,-24.719,-2.441
-0.028,-0.006,1.07,-44.983,-20.752,-2.441
-0.02,-0.002,1.069,-48.523,-30.273,-3.662
-0.02,-0.011,1.065,-42.969,-25.879,0.427
-0.029,-0.004,1.062,-43.762,-25.269,-3.662
-0.025,0.0,1.067,-39.551,-31.311,-0.061
-0.019,-0.008,1.057,-44.556,-22.583,-5.005
-0.031,-0.004,1.078,-46.936,-27.588,-3.357
-0.023,-0.004,1.064,-49.927,-22.766,-4.822
-0.023,-0.007,1.074,-43.945,-22.888,0.366
-0.021,-0.005,1.068,-44.25,-26.001,-3.479
-0.019,0.002,1.062,-47.485,-31.25,-2.319
-0.02,-0.005,1.068,-39.917,-25.024,-4.761
-0.003,0.004,1.064,-50.354,-22.217,-0.427
-0.021,-0.003,1.07,-45.166,-22.705,-8.606
-0.025,0.003,1.072,-47.668,-23.254,0.305
-0.025,-0.018,1.063,-49.5,-30.762,-0.305
-0.012,-0.009,1.067,-46.387,-24.78,2.38
-0.017,-0.007,1.066,-52.063,-26.978,-3.357
-0.02,-0.005,1.064,-44.922,-26.245,-0.61
-0.021,-0.01,1.058,-43.64,-22.522,-1.343
-0.022,0.003,1.076,-49.683,-28.931,-0.61
-0.009,-0.005,1.062,-45.044,-22.522,0.366
-0.02,-0.003,1.075,-44.373,-24.658,1.831
-0.021,-0.005,1.055,-48.096,-28.625,-1.77
-0.014,-0.0,1.062,-41.931,-25.635,3.235
-0.011,-0.009,1.066,-52.307,-29.419,-1.343
-0.018,-0.017,1.068,-47.302,-26.917,-4.578
-0.021,-0.001,1.071,-42.664,-27.344,-5.066
-0.018,-0.011,1.067,-47.913,-27.771,0.549
-0.018,-0.009,1.06,-49.133,-26.917,-5.737
-0.021,-0.016,1.068,-49.072,-28.198,3.723
-0.024,-0.004,1.074,-46.082,-26.306,-0.183
-0.016,-0.006,1.062,-46.692,-27.588,-1.16
-0.018,-0.006,1.064,-44.006,-21.423,5.554
-0.021,-0.002,1.072,-45.532,-22.949,-0.488
-0.014,-0.004,1.067,-46.021,-27.222,-3.723
-0.005,-0.0,1.053,-42.419,-27.527,-1.709
-0.025,-0.009,1.065,-47.302,-22.888,-6.042
-0.013,-0.001,1.057,-42.175,-28.076,0.0
-0.017,-0.019,1.062,-46.997,-23.987,-3.845
-0.017,-0.01,1.063,-53.711,-23.315,-6.104
-0.017,-0.011,1.06,-45.959,-22.217,-5.188
-0.023,-0.015,1.057,-48.889,-26.306,-1.648
-0.017,0.002,1.071,-46.57,-23.071,-5.005
-0.017,0.01,1.061,-46.57,-27.1,-0.549
-0.018,-0.014,1.06,-51.208,-27.588,-2.747
-0.017,0.0,1.061,-46.57,-25.208,-1.587
-0.018,-0.012,1.071,-41.809,-26.55,-0.671
-0.014,-0.012,1.063,-46.082,-30.762,-1.099
-0.016,-0.003,1.069,-46.814,-26.611,-3.845
-0.02,-0.0,1.065,-45.288,-20.813,-7.568
-0.018,-0.01,1.064,-45.898,-28.931,-2.014
-0.019,-0.01,1.056,-41.931,-27.588,-7.996
-0.017,-0.004,1.061,-50.049,-24.475,-3.357
-0.021,-0.003,1.059,-42.175,-28.442,-4.395
-0.023,-0.016,1.064,-46.509,-26.001,-0.793
-0.012,-0.006,1.062,-48.706,-29.48,-11.658
-0.01,-0.011,1.067,-53.406,-25.757,-1.831
-0.021,-0.003,1.067,-48.218,-21.545,-1.221
-0.018,0.003,1.066,-44.128,-22.888,-1.831
-0.012,-0.007,1.058,-49.011,-27.405,-2.93
-0.016,-0.002,1.069,-50.354,-26.489,-1.343
-0.021,-0.016,1.068,-45.654,-25.024,-2.502
-0.027,-0.005,1.068,-51.147,-27.771,-4.639
-0.015,-0.011,1.071,-50.537,-33.508,-1.465
-0.025,-0.011,1.062,-45.166,-25.574,-3.845
-0.014,0.004,1.061,-52.124,-27.527,-4.272
-0.026,-0.012,1.067,-48.462,-23.56,-3.052
-0.021,-0.004,1.066,-48.218,-28.564,-6.042
-0.023,-0.007,1.07,-47.729,-25.94,-1.343
-0.021,0.005,1.055,-40.527,-24.841,0.305
-0.015,-0.01,1.067,-46.692,-25.879,-8.728
-0.022,-0.01,1.062,-49.744,-28.564,-1.648
-0.024,-0.005,1.063,-48.95,-23.743,-3.784
-0.008,-0.003,1.069,-47.058,-27.588,3.967
-0.016,-0.014,1.068,-44.495,-28.809,-0.488
-0.01,-0.006,1.071,-41.565,-32.776,2.808
-0.011,0.0,1.067,-44.128,-23.743,-0.305
-0.027,-0.005,1.062,-46.021,-25.146,-3.845
-0.017,-0.014,1.065,-43.884,-28.625,-3.418
-0.007,0.002,1.056,-49.5,-24.353,-3.906
-0.015,0.003,1.067,-49.316,-26.55,-2.808
-0.019,-0.008,1.066,-44.434,-23.926,0.122
-0.023,-0.005,1.06,-44.25,-21.545,-0.488
-0.021,0.001,1.064,-47.119,-26.978,-2.563
-0.013,-0.004,1.065,-44.556,-30.762,-2.014
-0.003,-0.017,1.066,-42.664,-23.254,-3.479
-0.008,0.002,1.068,-44.556,-26.672,0.854
-0.011,-0.005,1.064,-47.485,-20.996,-6.348
-0.03,-0.008,1.064,-43.823,-22.827,-11.536
-0.022,-0.011,1.058,-50.171,-27.466,1.099
-0.019,-0.004,1.058,-44.556,-26.672,0.671
-0.017,-0.006,1.06,-39.062,-21.606,-5.249
-0.022,-0.013,1.071,-48.157,-21.301,-2.686
-0.019,-0.011,1.06,-38.879,-18.677,0.488
-0.02,-0.0,1.068,-52.124,-25.696,-0.793
-0.019,0.0,1.061,-47.791,-26.611,-3.723
-0.009,-0.018,1.063,-45.349,-27.039,-5.615
-0.012,-0.009,1.067,-47.241,-26.55,-0.977
-0.02,-0.012,1.068,-41.687,-27.344,-5.31
-0.019,-0.012,1.07,-50.476,-25.879,-2.991
-0.022,-0.012,1.062,-39.917,-26.978,-2.502
-0.022,-0.003,1.061,-45.776,-16.968,-1.953
-0.021,-0.008,1.051,-48.767,-28.32,-1.892
-0.017,-0.008,1.06,-45.41,-23.438,-0.183
-0.01,-0.01,1.059,-44.617,-26.55,-3.235
-0.015,-0.017,1.057,-44.495,-26.794,-7.141
-0.021,-0.006,1.059,-40.161,-24.353,-4.517
-0.014,0.0,1.062,-46.692,-27.222,3.479
-0.014,-0.007,1.066,-44.678,-24.841,1.465
-0.02,-0.01,1.061,-44.8,-26.184,-4.272
-0.019,-0.003,1.077,-51.392,-26.245,-4.822
-0.018,-0.001,1.059,-45.654,-26.001,2.625
-0.017,0.001,1.061,-41.504,-28.809,-0.61
-0.013,-0.015,1.062,-46.814,-25.513,-0.183
-0.01,-0.006,1.062,-44.678,-24.414,-5.493
-0.008,0.004,1.065,-44.067,-25.452,0.366
-0.013,-0.009,1.07,-45.471,-22.217,0.183
-0.017,-0.003,1.064,-48.523,-26.062,-5.371
-0.02,0.003,1.07,-43.518,-23.56,-6.348
